wv_center transit_depth wv_wdth tran_unc
3.0138621609024936 0.02168091515897785 0.02639022284644632 7.585050663189385e-05
3.0401438964688188 0.021698804593578525 0.026173248286204487 7.368139431728155e-05
3.06621082218516 0.021558204167410895 0.02596060314647719 7.467101666454422e-05
3.0920670480890173 0.021470207099742906 0.025751848661238252 7.907720268558918e-05
3.117716528629312 0.021455035424031425 0.025547112419350704 7.981830979526878e-05
3.143163719219842 0.02156419326923686 0.025347268761708897 8.121620993074265e-05
3.1684130579455654 0.02144989549349007 0.025151408689738197 8.0591887941189e-05
3.193468487094492 0.02135356601222124 0.024959449608115136 8.239510217395922e-05
3.21833386673746 0.021502978046292965 0.02477130967782104 8.298094839027671e-05
3.24301297554843 0.021229770837834155 0.024586907944117886 8.707375792116479e-05
3.2675095117439534 0.02115650019153696 0.02440616444692978 8.412958803718601e-05
3.291826525809187 0.021212031896695408 0.024227863683537798 8.453565624160273e-05
3.3159674243313733 0.021245546829941425 0.024053933360834723 8.493922295028427e-05
3.339936119154461 0.021263240172586278 0.02388345628534072 8.889778570192525e-05
3.3637360161957384 0.02147970978117547 0.023716337797213605 9.02492734842431e-05
3.387370036869669 0.021275680967961244 0.023551703550647396 9.105613717543813e-05
3.4108406521029124 0.02115162223375865 0.023389526915840175 9.25652650333168e-05
3.434151334491447 0.021309197141875447 0.0232318378612284 9.275967151516977e-05
3.4573052568797813 0.02122527129281974 0.023076006915440317 9.373163326984427e-05
3.4803045750153405 0.021312556981455552 0.02292262935567857 9.595084662636919e-05
3.5031526819887957 0.021186683154094905 0.022773584591231355 9.525699552174963e-05
3.5258516847375043 0.021214877009594447 0.022624420906185883 9.77302069034784e-05
3.548404427525335 0.021247787342617144 0.022481064669474637 9.734862210550557e-05
3.570813345639542 0.021172519409463603 0.022336771558939983 0.00010022875482081588
3.5930807643913916 0.02138136021801316 0.022198065944759815 0.00010085092496180384
3.6152094258316243 0.021105636984412646 0.02205925693570565 0.00010333998418411784
3.637201164880402 0.02130148692970143 0.021924221161849555 0.00010464125984624286
3.659059010069895 0.021227036422396647 0.02179146921713704 0.00010510301431698084
3.680784333176791 0.021264219842932152 0.021659176996654317 0.0001077786824196457
3.702379379863453 0.020979419432188062 0.02153091637666904 0.00010766568126892542
3.7238471101536583 0.021147650133416792 0.02140454420374205 0.00010895952111646424
3.7451885890694507 0.021238726530477488 0.021278413627843218 0.00011182577912807028
3.7664056713811975 0.021069493084229483 0.02115575099565037 0.00011219905881399236
