wv_center transit_depth wv_wdth tran_unc
3.787501059502176 0.021021694753643058 0.02103502524630585 0.00011328945992208065
3.808476599552246 0.021261611195100737 0.02091605485383452 0.00011487591977177064
3.8293339741710635 0.021120362287904364 0.02079869438380033 0.00011909909124334672
3.8500744886929144 0.02116668224363624 0.020682334659901436 0.00011846520553462896
3.870699960426583 0.02107073024742625 0.02056860880743505 0.00011982677648186683
3.891212522445147 0.02100838859995277 0.020456515229694272 0.00012217580871779057
3.9116137928736725 0.020934080892071615 0.020346025627355768 0.00012269649820710948
3.9319053618064785 0.021156438541658214 0.02023711223825675 0.0001253343965508356
3.9520887918400804 0.020993482334675163 0.020129747828947497 0.00013025121500783793
3.9721656185980434 0.02121762294426163 0.02002390568697754 0.00012808689666914604
3.992137351248184 0.021170326498713508 0.019919559613303495 0.00012785589227812204
4.012005473011388 0.02141977871117484 0.019816683913104427 0.00013078877047911124
4.03177144166239 0.02140374618775871 0.019715253388900678 0.00013170488267862514
4.051436690022291 0.02140796726363433 0.019615243330901144 0.0001310942531221533
4.071002626442663 0.021213401246964525 0.019516629509843675 0.00013361521879241186
4.090470635281598 0.021364030417489032 0.01941938816802402 0.00013611915947471756
4.109842000641542 0.020878602829694403 0.019323342551865963 0.00014125212640743462
4.129117643817285 0.021114380389825656 0.019227943799619673 0.00013919174009977326
4.148298900573003 0.021195153327322067 0.019134569711817484 0.00013874955238013796
4.167387425648341 0.02141378406089961 0.019042480438858256 0.00013966409843144042
4.191105571252154 0.021383610346991877 0.028393810768767125 0.00011706423308532386
4.219398583212206 0.021976858156850704 0.028192213151335466 0.00012017510112274175
4.247492190020443 0.021991517460676513 0.027995000465140585 0.00011945775096555808
4.275390811984733 0.022658795238335392 0.027802243463437293 0.00012282939817565732
4.303097530074848 0.022466909841852935 0.02761119271679391 0.00012588250614986338
4.330616104872584 0.02246713024750947 0.02742595687867766 0.00012573692341556777
4.357949937154142 0.022763168786985886 0.02724170768444001 0.00012921623152763921
4.385102167559814 0.022589232450392255 0.027062753126902095 0.00013315950285482765
4.412076494895132 0.02262974382133272 0.02688590154373305 0.0001354425294466044
4.438875477192914 0.022373307301742796 0.026712063051832935 0.00013623863496076157
4.465502597552578 0.021991062616501206 0.026542177667494116 0.00014056613105469876
4.491960853321043 0.022242563018870024 0.026374333869434885 0.00013931765211284467
4.518252546251258 0.021658190146208105 0.026209051990995214 0.00014168603739853004
4.544380752834891 0.021795453960456148 0.026047361176271266 0.00014564935054012674
4.570348544968273 0.021582912635799603 0.025888223090493767 0.00015168568558615258
4.59615845027249 0.021744083978466104 0.02573158751794047 0.00015299103124407485
4.621812931558782 0.02173625228748789 0.025577375054642637 0.00015293321012095555
4.647314182366831 0.021632963820414106 0.02542512656145579 0.000156213994349757
4.672664689501448 0.021302692392932945 0.02527588770777811 0.00015594991202458035
4.697867112017564 0.02146562031233211 0.025128957324453083 0.00015949646838945582
4.72292373617689 0.021726539505519026 0.0249842909941993 0.00015953822692477308
4.747836804345936 0.021373809325877444 0.024841845343893 0.00016211403098563248
4.77260851602673 0.021818335518718566 0.02470157801769446 0.00016125686093893093
4.79724100754032 0.021683787424913607 0.024563405009485173 0.00016498487728235352
4.825792104877438 0.021415423764210104 0.032538789664752876 0.0001459531852855613
4.8582128726894425 0.02130860813262667 0.03230274595925575 0.0001585327687328173
4.8903986527689405 0.02156885078515994 0.03206881419974028 0.00015120677947899603
4.92235365106281 0.021402634004560193 0.031841182387998046 0.00015648927066057124
4.9540829346461805 0.021700292863795455 0.031617384778742874 0.00015623286459659545
4.9855899877833405 0.021210087721045084 0.03139672149557615 0.00016142176733453876
5.0168790069016636 0.021371963640361043 0.03118131674107083 0.00016278875297048688
5.047954491900853 0.021380717502092465 0.030969653257309382 0.00016545565052707037
5.078820143398307 0.0216371587151641 0.030761649737597097 0.00016752456516602255
5.109479457287508 0.021227791434501764 0.030556978040805483 0.00018301973207817237
5.13993590495668 0.02171089159262374 0.030355917297537616 0.00017788244566597312
5.173947668249479 0.021389499192709556 0.0376676092880599 0.0001663180509313269
5.211464686712683 0.021458850869537107 0.03736642763834741 0.00016464301177854408
5.248683016356756 0.021482824953992164 0.03707023164979972 0.00017976898340342035
5.285608948985574 0.021509360232479544 0.03678163360783859 0.00017053915158646171
5.322248541156684 0.021344543966639287 0.03649755073437877 0.00017848949998503983
5.362212933659007 0.021418297479608023 0.04343123427026896 0.00019456558758222954
5.547618029611288 0.021311802210752094 0.32737895763429226 0.0002085095121957015
