# %ECSV 1.0
# ---
# datatype:
# - {name: wavelength, unit: micron, datatype: float64}
# - {name: time, unit: d, datatype: float64}
# - {name: flux, datatype: float64}
# - {name: uncertainty, datatype: float64}
# - {name: planet_model, datatype: float64}
# - {name: systematics_model, datatype: float64}
# - {name: model, datatype: float64}
# - {name: residuals, datatype: float64}
# meta: {name: WASP-39b, time_label: Time from Mid-Transit, tscale: linear, wscale: log}
# schema: astropy-2.0
wavelength time flux uncertainty planet_model systematics_model model residuals
3.3343006598342293 0.057847564293005416 0.9983842066816527 0.0002991216522180791 0.9981617280164585 1.0018426108928886 0.9981524998890632 0.00023170679258954774
3.3343006598342293 0.058533099664308974 0.9987381258415585 0.0002991226806146476 0.9987734269368942 1.0018391665151465 0.9987643871351805 -2.626129362193197e-05
3.3343006598342293 0.059218634569951245 0.9992999335742998 0.00029912367504668526 0.999300239923532 1.001835835916311 0.9992913868353495 8.546738950343524e-06
3.3343006598342293 0.0599041699412548 0.9992269249765251 0.0002991247578593361 0.999719255103384 1.0018322093341285 0.999710552720686 -0.00048362774416088605
3.3343006598342293 0.06058970531255836 1.000447055889924 0.00029912572066753576 0.9999815484665938 1.0018289846957937 0.9999728353916905 0.0004742204982336462
3.3343006598342293 0.06127524021820063 1.0005023733892908 0.0002991266665122543 1.0 1.0018258168917824 0.9999911269605313 0.0005112464287595486
3.3343006598342293 0.061960775123842904 0.9998952998603808 0.000299127643417631 1.0 1.0018225450810736 0.9999910980580851 -9.579819770422215e-05
3.3343006598342293 0.06264631049514646 0.9997304007282174 0.0002991285933504316 1.0 1.0018193636262842 0.9999910729690985 -0.0002606722408811102
3.3343006598342293 0.06333184586645002 1.0001663664152545 0.0002991295720385294 1.0 1.0018160858872072 0.999991047799181 0.0001753186160734499
3.3343006598342293 0.06401738077209229 1.000085991745962 0.00029913052679927477 1.0 1.0018128883042554 0.9999910211585149 9.497058744700748e-05
3.3343006598342293 0.06470291567773456 1.0000290075051164 0.0002991314910371108 1.0 1.0018096590023582 0.9999909883506051 3.8019154511292896e-05
3.3343006598342293 0.06538845104903812 1.0001771405461664 0.00029913247711868193 1.0 1.001806356565752 0.9999909594582129 0.0001861810879534298
3.3343006598342293 0.06607398642034168 0.9997722076627309 0.0002991334176747337 1.0 1.0018032066166802 0.9999909286133748 -0.0002187209506439025
3.3343006598342293 0.06675952179164524 0.9996672259528829 0.000299134353091751 1.0 1.001800073898028 0.9999909000736452 -0.0003236741207622851
3.3343006598342293 0.06744505669728751 0.9996278803046671 0.00029913532966883326 1.0 1.001796803354912 0.9999908720438243 -0.0003629917391572146
3.3343006598342293 0.06813059160292978 0.9995233694301688 0.00029913628544316545 1.0 1.001793602500595 0.9999908461185293 -0.0004674766883604464
3.3343006598342293 0.06881612697423334 0.9996241632963857 0.00029913726092244185 1.0 1.0017903356762097 0.9999908141438375 -0.0003666508474517993
3.3343006598342293 0.0695016623455369 0.9999736011272479 0.00029913820374252834 1.0 1.0017871782458343 0.9999907873940311 -1.7186266783264514e-05
3.3343006598342293 0.07018719725117917 0.9996067967243274 0.0002991391295939205 1.0 1.0017840776616516 0.9999907578515259 -0.0003839611271985177
3.3343006598342293 0.07087273215682144 0.999952090593991 0.0002991400842776724 1.0 1.0017808805408641 0.9999907337194274 -3.864312543633286e-05
3.3343006598342293 0.071558267528125 1.0005100558459625 0.0002991410170520913 1.0 1.001777756811501 0.999990702055651 0.0005193537903115386
3.3343006598342293 0.07224380289942856 0.9997866856531291 0.0002991419705277372 1.0 1.0017745637767954 0.9999906762690602 -0.00020399061593112666
3.3343006598342293 0.07292933780507083 0.9997413403118026 0.00029914290463528087 1.0 1.0017714356224499 0.9999906534135278 -0.0002493131017251571
3.3343006598342293 0.0736148727107131 1.000108623350184 0.000299143863889139 1.0 1.0017682232780545 0.999990625009841 0.00011799834034287304
3.3343006598342293 0.07430040808201666 0.9999031667622551 0.00029914479703116697 1.0 1.00176509839659 0.9999905951270083 -8.742836475317262e-05
3.3343006598342293 0.07498594345332021 0.9995581280049834 0.00029914572714447816 1.0 1.001761983677013 0.9999905705767095 -0.00043244257172603273
3.3343006598342293 0.07567147882462377 0.9998084871714181 0.00029914667791859726 1.0 1.001758799789516 0.9999905406568935 -0.00018205348547539746
3.3343006598342293 0.07635701373026604 1.0002466988994776 0.0002991475904258893 1.0 1.0017557440663916 0.9999905102175232 0.0002561886819544279
3.3343006598342293 0.07704254863590831 0.9998082339098019 0.0002991485102760919 1.0 1.0017526637728502 0.9999904826462643 -0.00018224873646244255
3.3343006598342293 0.07772808400721187 1.0000459314107026 0.0002991494617351303 1.0 1.0017494776510345 0.9999904532595356 5.547815116702104e-05
3.3343006598342293 0.07841361937851543 1.0000609795480238 0.0002991503812314039 1.0 1.0017463985812103 0.9999904236180972 7.055592992655235e-05
3.3343006598342293 0.0790991542841577 0.9997557513818159 0.00029915132545284777 1.0 1.00174323673518 0.9999903956201573 -0.00023464423834140824
3.3343006598342293 0.07978468918979997 0.9997222096877724 0.00029915223927606967 1.0 1.001740176700482 0.9999903676520114 -0.00026815796423906857
3.3343006598342293 0.08047022456110353 1.0001217823870827 0.00029915318316824346 1.0 1.001737015996314 0.9999903389137657 0.00013144347331706108
3.3343006598342293 0.08115575993240709 1.000115714173616 0.0002991540938050328 1.0 1.001733966669566 0.9999903078639464 0.00012540630966972888
3.3343006598342293 0.08184129483804936 1.000291883845037 0.0002991550221209992 1.0 1.0017308581620479 0.9999902781271021 0.0003016057179349163
3.3343006598342293 0.08252682974369163 0.9996645459374746 0.00029915594515702047 1.0 1.0017277673537899 0.999990248586519 -0.0003257026490444126
3.3343006598342293 0.08321236511499519 1.0001614658640676 0.0002991568470550559 1.0 1.0017247473450075 0.9999902232341992 0.00017124262986845107
3.3343006598342293 0.08389790048629875 1.0001453500014095 0.0002991577595805992 1.0 1.00172169176851 0.9999901961113921 0.0001551538900174121
3.3343006598342293 0.08458343585760231 0.9999157056980089 0.0002991586667447457 1.0 1.0017186541630363 0.9999901684540724 -7.446275606348696e-05
3.3343006598342293 0.08526897076324458 1.0002013952237059 0.0002991595891741052 1.0 1.0017155654614536 0.9999901402759989 0.00021125494770701803
3.3343006598342293 0.08595450566888685 1.000209622605799 0.0002991605120755681 1.0 1.0017124751981217 0.9999901141359951 0.00021950846980389738
3.3343006598342293 0.08664004104019041 0.9996562952600445 0.00029916143469094843 1.0 1.001709385911773 0.9999900857948533 -0.0003337905348087533
3.3343006598342293 0.08732557641149397 0.9995933158927585 0.0002991623314364714 1.0 1.0017063832663438 0.9999900605362336 -0.00039674464347516647
3.3343006598342293 0.08801111131713624 0.9998037258680245 0.00029916321649070364 1.0 1.0017034197854573 0.9999900347535982 -0.00018630888557369385
3.3343006598342293 0.08869664622277851 0.9998766605241325 0.0002991641097382862 1.0 1.0017004288880567 0.999990007484071 -0.00011334695993847621
3.3343006598342293 0.08938218159408207 1.000226508319773 0.00029916500373020354 1.0 1.0016974355162522 0.9999899836762444 0.000236524643528635
3.3343006598342293 0.09006771696538562 1.000373490614025 0.0002991659065638891 1.0 1.0016944125575271 0.9999899594057503 0.0003835312082746123
3.3343006598342293 0.0907532518710279 1.0003244041565842 0.0002991667891485537 1.0 1.0016914574162508 0.9999899293250156 0.0003344748315685653
3.3343006598342293 0.09143878677667017 1.0000051260958094 0.000299167658764597 1.0 1.0016885457146136 0.9999899011914294 1.5224904379995685e-05
3.3343006598342293 0.09212432214797373 0.9997910166024481 0.00029916853035614154 1.0 1.0016856274154675 0.9999898729064598 -0.0001988563040117297
3.3343006598342293 0.09280985751927728 1.0002617832842036 0.00029916941104098164 1.0 1.0016826786870412 0.9999898469108727 0.0002719363733308944
3.3343006598342293 0.09349539289058084 0.9997195009757859 0.0002991702894692891 1.0 1.0016797375312811 0.9999898225869326 -0.0002703216111467066
3.3343006598342293 0.09418092779622311 1.0000016522941566 0.00029917118583394896 1.0 1.0016767363387877 0.9999897976369063 1.1854657250287559e-05
3.3343006598342293 0.09486646270186538 0.9999908106425293 0.000299172062680915 1.0 1.0016738005124965 0.9999897712910665 1.0393514627837774e-06
3.3343006598342293 0.09555199807316894 0.9999441479172866 0.00029917293280515143 1.0 1.0016708872120095 0.9999897407365274 -4.559281924076952e-05
3.3343006598342293 0.0962375334444725 0.999783353391714 0.00029917380225222913 1.0 1.0016679761956733 0.9999897145244577 -0.00020636113274374868
3.3343006598342293 0.09692306835011477 1.0002906217535597 0.00029917466333496647 1.0 1.0016650932008595 0.9999896872097453 0.00030093454381430185
3.3343006598342293 0.09760860325575704 1.000736303402072 0.0002991755509381964 1.0 1.0016621214300403 0.9999896633164097 0.0007466400856622757
3.3343006598342293 0.0982941386270606 1.0002168664191315 0.00029917642983169455 1.0 1.0016591788375162 0.999989633111829 0.00022723330730256563
3.3343006598342293 0.09897967399836416 1.0001223293445678 0.00029917729786025824 1.0 1.001656272638468 0.9999896029639557 0.00013272638061212483
3.3343006598342293 0.09966520890400643 1.0004972938702625 0.0002991781722615792 1.0 1.0016533451201892 0.9999895798755853 0.0005077139946771947
3.3343006598342293 0.1003507438096487 0.9996819817839805 0.00029917905179089563 1.0 1.0016504004505116 0.9999895539765729 -0.0003075721925923647
3.3343006598342293 0.10103627918095226 1.0001114989075106 0.000299179906498809 1.0 1.0016475388996349 0.999989524982466 0.00012197392504464943
3.3343006598342293 0.10172181455225582 1.0002503175796258 0.00029918076125428776 1.0 1.0016446772058614 0.9999894951752198 0.00026082240440594706
3.3343006598342293 0.10240734992355938 1.000229437613592 0.0002991816438581656 1.0 1.0016417222937053 0.9999894742099467 0.00023996340364540458
3.3343006598342293 0.10309288482920165 1.0008361549406928 0.0002991825203631162 1.0 1.0016387878176962 0.9999894528059843 0.0008467021347084991
3.3343006598342293 0.10377841973484392 0.9999213818981142 0.0002991833917029714 1.0 1.0016358706511004 0.9999894275231429 -6.804562502871203e-05
3.3343006598342293 0.10446395510614748 1.0004196633636158 0.00029918423195039447 1.0 1.0016330575952328 0.9999894008251867 0.00043026253842903817
3.3343006598342293 0.10514949047745104 1.0005006610748857 0.0002991850960264412 1.0 1.0016301647802357 0.9999893831740013 0.0005112779008843438
3.3343006598342293 0.1058350253830933 1.0002018659700531 0.00029918594810310106 1.0 1.001627312153999 0.9999893567487077 0.00021250922134541383
3.3343006598342293 0.10652056028873558 1.0001587330012505 0.0002991867839838389 1.0 1.0016245137650943 0.9999893293625729 0.0001694036386775677
3.3343006598342293 0.10720609566003914 0.9998254229430248 0.00029918761500860423 1.0 1.001621731648674 0.9999893006458159 -0.00016387770279113756
3.3343006598342293 0.1078916310313427 1.0000186358985104 0.0002991884632851489 1.0 1.0016188917924433 0.9999892713812649 2.9364517245444866e-05
3.3343006598342293 0.10857716593698497 1.0004476047692155 0.00029918934678825994 1.0 1.0016159340219997 0.9999892484923222 0.0004583562768932792
3.3343006598342293 0.10926270130828852 0.9998623153146106 0.00029919018269850196 1.0 1.0016131355978994 0.9999892261717608 -0.00012691085715021977
3.3343006598342293 0.1099482362139308 1.000002592054522 0.0002991910306885386 1.0 1.0016102967495637 0.9999892017808777 1.3390273644220407e-05
3.3343006598342293 0.11063377158523435 0.9998575107584501 0.0002991918740126115 1.0 1.0016074735376108 0.9999891799712731 -0.0001316692128230379
3.3343006598342293 0.11131930695653791 1.0000773120923732 0.00029919270517677753 1.0 1.001604691049181 0.9999891572983581 8.815479401502735e-05
3.3343006598342293 0.11200484186218018 0.9996669625240336 0.0002991935519284749 1.0 1.001601856394267 0.9999891370757177 -0.0003221745516840402
3.3343006598342293 0.11269037676782245 0.9998268672954813 0.0002991943674579326 1.0 1.0015991262766322 0.9999891113348273 -0.000162244039345949
3.3343006598342293 0.11337591213912601 1.0000996300833764 0.0002991951945677099 1.0 1.001596357407194 0.999989089544662 0.00011054053871439873
3.3343006598342293 0.11406144751042957 1.000102974726125 0.0002991960231637966 1.0 1.0015935835774705 0.99998906485806 0.00011390986806492087
3.3343006598342293 0.11474698241607184 0.999588202245502 0.0002991968474417007 1.0 1.0015908242186509 0.999989042856511 -0.00040084061100897905
3.3343006598342293 0.11543251732171411 0.999372289586881 0.0002991976584406532 1.0 1.0015881093273862 0.9999890171888317 -0.0006167276019507506
3.3343006598342293 0.11611805269301767 1.0001708638332762 0.0002991984903781534 1.0 1.0015853243577602 0.9999889913679955 0.0001818724652807857
3.3343006598342293 0.11680358806432123 0.9996387863082015 0.00029919929133411763 1.0 1.00158264311565 0.9999889609069257 -0.00035017459872421774
3.3343006598342293 0.1174891229699635 0.9999100734790215 0.00029920009704154847 1.0 1.0015799459822394 0.9999889358354104 -7.886235638887573e-05
3.3343006598342293 0.11817465834126706 1.0000773461841308 0.0002992009192202462 1.0 1.0015771937256697 0.9999889127937075 8.843339042330367e-05
3.3343006598342293 0.11886019324690933 0.9997960602446874 0.00029920173463424826 1.0 1.0015744641289681 0.9999888932815025 -0.0001928330368151654
3.3343006598342293 0.11954572861821289 0.9996784192885955 0.000299202555935419 1.0 1.0015717148400212 0.9999888644175818 -0.00031044512898636967
3.3343006598342293 0.12023126398951645 1.0003781554226219 0.0002992033435875812 1.0 1.0015690782046236 0.9999888335982758 0.0003893218243460339
3.3343006598342293 0.12091679889515872 1.0003777955911968 0.0002992041561793728 1.0 1.0015663580993213 0.9999888089548815 0.0003889866363152583
3.3343006598342293 0.12160233380080099 1.0002069416112829 0.00029920495546040027 1.0 1.0015636825654668 0.9999887874406146 0.00021815417066828324
3.3343006598342293 0.12228786917210455 0.9996262590839444 0.0002992057474787743 1.0 1.0015610313569052 0.9999887644948422 -0.0003625054108977732
3.3343006598342293 0.1229734045434081 1.000180357660946 0.00029920652242026335 1.0 1.0015584373252286 0.9999887396026903 0.00019161805825573808
3.3343006598342293 0.12365893944905038 0.999408263357081 0.0002992073276968006 1.0 1.00155574176454 0.9999887164024686 -0.0005804530453875634
3.3343006598342293 0.12434447435469265 0.9998128748882354 0.0002992081433186928 1.0 1.001553011588883 0.9999886884493362 -0.00017581356110074609
3.3343006598342293 0.1250300097259962 0.9998946178620414 0.00029920893722275353 1.0 1.0015503541248036 0.9999886637876193 -9.404592557793467e-05
3.3343006598342293 0.12571554509729976 1.0002848433661646 0.00029920976299754783 1.0 1.0015475899936157 0.9999886403465255 0.00029620301963917406
3.3343006598342293 0.12640108000294203 0.9996903179800286 0.0002992105455351023 1.0 1.0015449706053172 0.99998862223001 -0.0002983042499813404
3.3343006598342293 0.1270866153742456 0.9997073272426208 0.0002992113194655329 1.0 1.001542380041124 0.9999885992536023 -0.00028127201098149257
3.3343006598342293 0.12777215027988786 0.999995310134922 0.0002992121197900847 1.0 1.0015397011424318 0.9999885761113676 6.734023554444413e-06
3.3343006598342293 0.12845768565119142 1.000246723648517 0.0002992129045886918 1.0 1.001537074227114 0.9999885488895581 0.00025817475895895114
3.3343006598342293 0.12914322102249498 0.9997275903345424 0.00029921369258219455 1.0 1.001534436631553 0.9999885244521768 -0.00026093411763439267
3.3343006598342293 0.12982875592813725 1.0002262431184583 0.00029921447771094986 1.0 1.0015318086387779 0.999988505689551 0.0002377374289073142
3.3343006598342293 0.13051429083377952 0.9999322327060526 0.00029921524484467733 1.0 1.0015292408925058 0.9999884874441958 -5.625473814319104e-05
3.3343006598342293 0.13119982620508308 1.0000353588434292 0.0002992160115336339 1.0 1.0015266746481235 0.9999884645641701 4.689427925907985e-05
3.3343006598342293 0.13188536157638664 0.9996764539365526 0.0002992167950980722 1.0 1.0015240519320892 0.9999884407643098 -0.00031198682775723796
3.3343006598342293 0.1325708964820289 0.9999797596180542 0.0002992175766049616 1.0 1.0015214361166838 0.9999884141797593 -8.654561705068176e-06
3.3343006598342293 0.13325643138767118 0.9997687631041294 0.00029921836285698363 1.0 1.0015188044324288 0.9999883916070705 -0.00021962850294110492
3.3343006598342293 0.13394196675897474 1.000088642110027 0.000299219148828189 1.0 1.0015161737019258 0.9999883652324559 0.00010027687757108161
3.3343006598342293 0.1346275021302783 0.9999878668361852 0.0002992199344991799 1.0 1.0015135439900855 0.9999883369355245 -4.700993392336983e-07
3.3343006598342293 0.13531303750158186 0.999516549246905 0.0002992207095530649 1.0 1.0015109498281898 0.999988311049346 -0.0004717618024410175
3.3343006598342293 0.13599857240722413 0.9991873612695953 0.00029922148000219523 1.0 1.0015083710920631 0.999988289523472 -0.000800928253876676
3.3343006598342293 0.1366841073128664 1.0000741692702344 0.000299222271083841 1.0 1.001505723311577 0.9999882647247463 8.590454548806914e-05
3.3343006598342293 0.13736964268416996 0.9997854318841836 0.0002992230413363332 1.0 1.0015031452605154 0.9999882420532292 -0.00020281016904566407
3.3343006598342293 0.13805517805547352 1.0001623471801382 0.00029922381787739856 1.0 1.001500546174905 0.9999882149781057 0.00017413220203243984
3.3343006598342293 0.1387407129611158 1.0012929786382585 0.0002992245974457667 1.0 1.0014979369704708 0.9999881858171349 0.0013047928211236126
3.3343006598342293 0.13942624786675806 0.9995107476661299 0.00029922536272007606 1.0 1.0014953756212754 0.9999881622587274 -0.00047741459259753594
3.3343006598342293 0.14011178323806162 0.9998842323402519 0.0002992261440988087 1.0 1.0014927603845964 0.9999881392387364 -0.00010390689848449597
3.3343006598342293 0.14079731860936517 0.9998720093485018 0.0002992268975248252 1.0 1.0014902387172353 0.9999881155730944 -0.00011610622459257147
3.3343006598342293 0.14148285351500745 0.9997432735646445 0.00029922767817444314 1.0 1.0014876259476648 0.9999880906499042 -0.0002448170852596965
3.3343006598342293 0.14216838842064972 1.0000433051774977 0.00029922842881344115 1.0 1.0014851136340084 0.9999880685168983 5.523666059947807e-05
3.3343006598342293 0.14285392379195327 0.9998685492867226 0.0002992291775160977 1.0 1.0014826078136492 0.9999880435087786 -0.00011949422205592697
3.3343006598342293 0.14353945916325683 0.999859993801689 0.00029922995441933917 1.0 1.0014800076224828 0.9999880216192284 -0.00012802781753940007
3.3343006598342293 0.1442249945345604 0.9995404790558927 0.0002992306991667637 1.0 1.0014775150652067 0.9999879962856739 -0.00044751722978120245
3.3343006598342293 0.14491052944020266 0.9998705633244318 0.00029923144662682055 1.0 1.0014750134416348 0.9999879698772975 -0.00011740655286573976
3.3343006598342293 0.14559606434584493 1.0004168001970528 0.0002992322126389444 1.0 1.00147244974037 0.9999879469323638 0.00042885326468899976
3.3343006598342293 0.1462815997171485 1.0004519636889657 0.0002992329698861445 1.0 1.0014699153865891 0.9999879223386975 0.00046404135026822946
3.3343006598342293 0.14696713508845205 0.9999976013716513 0.0002992336976182521 1.0 1.0014674798259622 0.9999878920651775 9.709306473815182e-06
3.3343006598342293 0.14765266999409432 1.000486922547456 0.00029923446933763614 1.0 1.0014648970624578 0.999987868411956 0.0004990541354999989
3.3343006598342293 0.1483382048997366 1.0002029479034382 0.0002992352153423559 1.0 1.0014624003725576 0.9999878463223472 0.00021510158109105948
3.3343006598342293 0.14902374027104015 0.9993990157964822 0.00029923595356216225 1.0 1.0014599297490565 0.9999878233540324 -0.0005888075575501972
3.3343006598342293 0.1497092756423437 1.0001883249484504 0.0002992366946459012 1.0 1.0014574495530029 0.9999878019910997 0.000200522957350735
3.3343006598342293 0.15039481054798598 0.9998978204219428 0.000299237433491667 1.0 1.0014549768590368 0.9999877819910318 -8.996156908902542e-05
3.3343006598342293 0.15108034545362825 1.0001709023294576 0.00029923818069637145 1.0 1.0014524762026424 0.9999877568261051 0.000183145503352522
3.3343006598342293 0.1517658808249318 1.0002462261006144 0.0002992389189514495 1.0 1.0014500055100648 0.9999877351381357 0.00025849096247876346
3.5052539103112306 -0.19031616235344773 1.0002224433901357 0.0003150156573151542 1.0 1.0035864709939148 0.999991810925169 0.00023063246496668466
3.5052539103112306 -0.18963062698214417 1.0000980786129414 0.00031501815838004646 1.0 1.0035785030885032 0.9999919433686211 0.00010613524432034893
3.5052539103112306 -0.1889450920765019 1.0005148293662962 0.0003150207014745891 1.0 1.0035704014145423 0.9999920715064482 0.0005227578598480109
3.5052539103112306 -0.18825955717085963 1.000222908336811 0.0003150232059204661 1.0 1.003562422993566 0.9999922008890748 0.00023070744773623364
3.5052539103112306 -0.18757402179955607 0.9997881333180506 0.00031502572027856257 1.0 1.0035544131228122 0.9999923285157384 -0.00020419519768777317
3.5052539103112306 -0.1868884864282525 1.000846122242741 0.0003150281693436906 1.0 1.0035466113756784 0.9999924566837433 0.0008536655589976849
3.5052539103112306 -0.18620295152261024 0.9997414610315501 0.0003150306790373936 1.0 1.00353861661587 0.999992579130227 -0.0002511180986768391
3.5052539103112306 -0.18551741661696797 1.0004886619903561 0.0003150331901238876 1.0 1.0035306175467387 0.9999927046302451 0.0004959573601109879
3.5052539103112306 -0.1848318812456644 0.9996163247432266 0.00031503563968355636 1.0 1.003522814594255 0.9999928314173078 -0.00037650667408117844
3.5052539103112306 -0.18414634587436085 0.9999504526346874 0.0003150380581627302 1.0 1.0035151107662106 0.9999929448690582 -4.2492234370805626e-05
3.5052539103112306 -0.18346081096871858 1.0005457406089846 0.00031504041583972127 1.0 1.003507600731409 0.9999930573821878 0.0005526832267968018
3.5052539103112306 -0.1827752760630763 1.0003445957159616 0.0003150428347885403 1.0 1.003499895640997 0.9999931768455427 0.00035141887041889586
3.5052539103112306 -0.18208974069177275 1.0002693196887527 0.00031504524111602197 1.0 1.0034922308707939 0.9999932965922386 0.00027602309651408863
3.5052539103112306 -0.1814042053204692 1.000013242523678 0.000315047611965335 1.0 1.0034846792221674 0.9999934056482513 1.9836875426726408e-05
3.5052539103112306 -0.18071866994916563 0.9994955113072269 0.00031504998655375213 1.0 1.0034771157776419 0.9999935290389922 -0.0004980177317652767
3.5052539103112306 -0.18003313504352336 1.0003872470906814 0.0003150524484762604 1.0 1.0034692742804252 0.9999936407231015 0.00039360636757990175
3.5052539103112306 -0.1793476001378811 0.9998053798630698 0.00031505477222542233 1.0 1.003461872993123 0.9999937577643498 -0.00018837790128001242
3.5052539103112306 -0.17866206476657753 1.0004070035687813 0.00031505712967967275 1.0 1.0034543644645586 0.9999938707746391 0.0004131327941422347
3.5052539103112306 -0.17797652939527397 0.9999824388679919 0.00031505947819794567 1.0 1.0034468845089501 0.9999939762652544 -1.1537397262562088e-05
3.5052539103112306 -0.1772909944896317 1.0000116673009438 0.0003150617813552204 1.0 1.003439549134974 0.9999940784002012 1.7588900742659952e-05
3.5052539103112306 -0.17660545958398943 0.9996977113616734 0.00031506407048458214 1.0 1.0034322585450595 0.999994184399854 -0.0002964730381805891
3.5052539103112306 -0.17591992421268587 0.9996210954153768 0.0003150663474773756 1.0 1.003425006713692 0.9999942848384001 -0.0003731894230233346
3.5052539103112306 -0.17523438884138232 0.9999122110542473 0.00031506867188440906 1.0 1.0034176039842198 0.9999943931317258 -8.21820774784543e-05
3.5052539103112306 -0.17454885393574004 0.9998867095078707 0.0003150709083761792 1.0 1.003410481348795 0.9999944865762069 -0.00010777706833620115
3.5052539103112306 -0.17386331903009777 1.0000005699079908 0.0003150731549394096 1.0 1.0034033267402318 0.9999945782267674 5.9916812233939964e-06
3.5052539103112306 -0.17317778365879422 0.9998504453989504 0.00031507540569589046 1.0 1.0033961588797775 0.9999946733518505 -0.00014422795290014445
3.5052539103112306 -0.17249224828749066 0.9997249937085295 0.00031507765803430985 1.0 1.0033889860839258 0.9999947658563932 -0.0002697721478637227
3.5052539103112306 -0.1718067129161871 0.9999610347972471 0.00031507988656134697 1.0 1.0033818892187192 0.9999948607618859 -3.382596463885612e-05
3.5052539103112306 -0.17112117801054483 0.9997328863421777 0.0003150821049311064 1.0 1.003374824799619 0.9999949526334071 -0.0002620662912293792
3.5052539103112306 -0.17043564310490256 1.0002571564754854 0.00031508436470653405 1.0 1.003367628626061 0.999995044274302 0.0002621122011834398
3.5052539103112306 -0.169750107733599 0.9998208853718833 0.0003150865465052418 1.0 1.0033606808645024 0.9999951323308037 -0.00017424695892043207
3.5052539103112306 -0.16906457236229544 1.000239295044978 0.00031508873056507137 1.0 1.0033537259989516 0.9999952286935968 0.00024406635138130017
3.5052539103112306 -0.16837903745665317 1.0002604684143035 0.00031509091108203373 1.0 1.0033467825113995 0.9999953233658216 0.00026514504848185183
3.5052539103112306 -0.1676935025510109 0.9994679222683915 0.0003150930588234477 1.0 1.0033399434859847 0.9999954140792803 -0.0005274918108887361
3.5052539103112306 -0.16700796717970734 0.9996468011661278 0.00031509520950721414 1.0 1.003333095184698 0.9999955023323285 -0.00034870116620067115
3.5052539103112306 -0.16632243180840378 0.9995142632393668 0.0003150973752294599 1.0 1.0033261990916966 0.9999955986684477 -0.0004813354290809091
3.5052539103112306 -0.1656368969027615 1.0004772519458671 0.00031509948137860934 1.0 1.0033194927822744 0.99999568241399 0.00048156953187716844
3.5052539103112306 -0.16495136153145795 0.999642394128962 0.00031510156082309925 1.0 1.0033128715926318 0.9999957635850732 -0.00035336945611119663
3.5052539103112306 -0.16426582662581568 1.000281552940307 0.00031510367913779137 1.0 1.0033061267256647 0.9999958500842923 0.0002857028560148134
3.5052539103112306 -0.16358029125451212 0.9998041039965057 0.000315105768310964 1.0 1.0032994747362227 0.9999959366160486 -0.00019183261954291986
3.5052539103112306 -0.16289475588320856 0.9991788263758714 0.00031510783256167717 1.0 1.0032929021872656 0.9999960218748496 -0.0008171954989781849
3.5052539103112306 -0.1622092209775663 0.9996455766799485 0.00031510988622936945 1.0 1.0032863634199685 0.9999960973674413 -0.00035052068749286125
3.5052539103112306 -0.16152368607192402 1.0000726227083605 0.00031511193323796236 1.0 1.0032798459397005 0.9999961725577552 7.645015060531168e-05
3.5052539103112306 -0.16083815070062046 0.9998744485425989 0.0003151139881660488 1.0 1.0032733033296883 0.9999962499825339 -0.0001218014399350098
3.5052539103112306 -0.1601526153293169 1.0002204609385512 0.000315116027090977 1.0 1.0032668117558803 0.9999963370769875 0.00022412386156367425
3.5052539103112306 -0.15946708042367463 0.9999345126385304 0.00031511806194324245 1.0 1.003260333232459 0.999996411360803 -6.189872227257975e-05
3.5052539103112306 -0.15878154551803236 1.0003369306919163 0.0003151201284842099 1.0 1.0032537539047923 0.999996482169105 0.00034044852281134297
3.5052539103112306 -0.1580960101467288 0.9995122252799092 0.0003151221536093602 1.0 1.0032473065180063 0.9999965556505336 -0.0004843303706243418
3.5052539103112306 -0.15741047477542525 0.9997580365799529 0.000315124140886995 1.0 1.0032409797068365 0.9999966298743275 -0.00023859329437458943
3.5052539103112306 -0.15672493986978298 1.0001621886278025 0.0003151261446342348 1.0 1.003234600542879 0.9999967032202758 0.00016548540752669982
3.5052539103112306 -0.15603940449847942 0.9997965596569108 0.00031512815524509924 1.0 1.00322819960931 0.999996778981081 -0.00020021932417013666
3.5052539103112306 -0.15535386959283715 0.9998160817019212 0.000315130104784958 1.0 1.0032219931779571 0.999996846792306 -0.0001807650903848934
3.5052539103112306 -0.1546683342215336 1.0003053471776846 0.0003151320665048882 1.0 1.0032157480484143 0.9999969112181613 0.00030843595952334546
3.5052539103112306 -0.15398279885023003 1.0003840509578965 0.00031513403819959866 1.0 1.0032094712425346 0.9999969795215815 0.00038707143631500074
3.5052539103112306 -0.15329726394458776 0.9998893788972344 0.00031513602888636063 1.0 1.0032031340559522 0.9999970418300692 -0.00010766293283481776
3.5052539103112306 -0.1526117290389455 0.9994465600991734 0.0003151379487490032 1.0 1.0031970224079338 0.999997101747865 -0.0005505416486916159
3.5052539103112306 -0.15192619366764193 1.0002584837584498 0.0003151398405220451 1.0 1.0031910002525644 0.9999971572071459 0.0002613265513039531
3.5052539103112306 -0.15124065829633837 1.0001240804058733 0.00031514176170292676 1.0 1.0031848845560603 0.9999972193518156 0.0001268610540576809
3.5052539103112306 -0.1505551233906961 1.0002330448796237 0.00031514369681926027 1.0 1.0031787245742005 0.9999972714659202 0.00023577341370351057
